name,location,rating,votes,cost,cuisines,cluster,segment
Tawa Tandoor,New BEL Road,3.9,117,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
Sagar Samrat,New BEL Road,3.7,120,400.0,"North Indian, Chinese, South Indian",1,Budget crowd-pleasers
Onesta,New BEL Road,4.4,4897,600.0,"Pizza, Cafe, Italian",3,Star restaurants
Prashant Naati Corner,New BEL Road,4.0,95,400.0,"South Indian, Biryani",1,Budget crowd-pleasers
Plated,New BEL Road,4.1,555,800.0,"Cafe, Continental",1,Budget crowd-pleasers
Smoke - The Sizzler House,New BEL Road,4.2,680,800.0,"Continental, Italian",1,Budget crowd-pleasers
Mughlai Azam,New BEL Road,4.0,117,1400.0,"Mughlai, Biryani, North Indian",2,Hidden gems
Thalassery Restaurant,New BEL Road,3.8,465,600.0,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",1,Budget crowd-pleasers
Pizza Hut,New BEL Road,3.6,436,750.0,"Pizza, Fast Food",1,Budget crowd-pleasers
Nandhini Deluxe,New BEL Road,3.7,511,600.0,North Indian,1,Budget crowd-pleasers
Vinny's,New BEL Road,4.1,1107,700.0,"Italian, Pizza",1,Budget crowd-pleasers
Chung Wah,New BEL Road,4.0,539,650.0,"Chinese, Momos, Thai, Vietnamese",1,Budget crowd-pleasers
Black Jack,New BEL Road,3.7,318,1400.0,"North Indian, Chinese",2,Hidden gems
Lincoln Bistro,New BEL Road,4.3,251,800.0,"North Indian, Mughlai, Asian, Chinese",1,Budget crowd-pleasers
Peppermill Bistro,New BEL Road,4.0,868,1000.0,"Continental, European, Mediterranean, Cafe, Steak",2,Hidden gems
Prana,New BEL Road,4.0,239,500.0,"Cafe, Healthy Food, South Indian",1,Budget crowd-pleasers
B1,New BEL Road,3.9,123,1100.0,"Continental, Burger, Italian, Pizza, North Indian, Salad",2,Hidden gems
Kargeens,New BEL Road,3.9,365,900.0,"Cafe, Italian, Pizza, Continental",1,Budget crowd-pleasers
Freskka,New BEL Road,4.0,702,700.0,"Italian, American, Asian, Continental, Mexican, Momos",1,Budget crowd-pleasers
KA 12 - Flavour Of Coorg,New BEL Road,4.0,105,300.0,South Indian,1,Budget crowd-pleasers
Jashn Hyderabadi Bawarchi,New BEL Road,2.9,140,650.0,"Hyderabadi, North Indian, Chinese, Biryani",0,Underperformers
New Prashanth Hotel,New BEL Road,3.1,40,750.0,"South Indian, Biryani, Chinese, North Indian",0,Underperformers
Ember The Calabash,New BEL Road,4.1,670,800.0,"Cafe, Italian, Continental, Beverages",1,Budget crowd-pleasers
THE BEL ST.,New BEL Road,3.9,523,1100.0,"Cafe, Italian, American, Continental",2,Hidden gems
The Egg Factory,New BEL Road,4.0,380,750.0,"Continental, American",1,Budget crowd-pleasers
My Place - Gokulam Grand Hotel & Spa,New BEL Road,4.2,426,1800.0,"Continental, Asian, South Indian, North Indian",2,Hidden gems
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,New BEL Road,3.7,37,2000.0,Continental,2,Hidden gems
Beijing Bites,New BEL Road,3.6,314,850.0,"Chinese, Thai",1,Budget crowd-pleasers
Rigan Hyderabadi Bawarchi,New BEL Road,3.6,133,700.0,"Biryani, North Indian, Chinese",1,Budget crowd-pleasers
Hotel Taj Delight,New BEL Road,3.3,19,600.0,"North Indian, Biryani, Arabian",0,Underperformers
Lan Thai,New BEL Road,4.0,66,800.0,Thai,1,Budget crowd-pleasers
Satrangi,New BEL Road,3.7,214,900.0,"North Indian, South Indian",1,Budget crowd-pleasers
Hotel Panchami Grand,New BEL Road,3.5,15,550.0,"Chinese, North Indian, South Indian",0,Underperformers
Puff Cafe,New BEL Road,3.7,126,700.0,"Cafe, Italian, American",1,Budget crowd-pleasers
Chicken County,New BEL Road,3.2,192,400.0,"Chinese, North Indian",0,Underperformers
Subhash Mess,New BEL Road,3.7,23,200.0,North Indian,1,Budget crowd-pleasers
Cafe Coffee Day,New BEL Road,3.2,58,900.0,"Cafe, Fast Food",0,Underperformers
Namakh Store And Cafe,New BEL Road,3.7,18,400.0,"Cafe, Continental, American",1,Budget crowd-pleasers
Mr. Chef,New BEL Road,3.2,119,500.0,"North Indian, Chinese, Biryani",0,Underperformers
Sholay - The Barbeque,New BEL Road,3.5,45,1200.0,"North Indian, BBQ",1,Budget crowd-pleasers
Rayalaseema Ruchulu,New BEL Road,3.2,112,700.0,"Andhra, North Indian",0,Underperformers
Nomadic Tandoor,New BEL Road,3.7,168,700.0,"Cafe, North Indian, Chinese, Continental",1,Budget crowd-pleasers
Kanti Sweets,Jalahalli,3.5,14,400.0,"Mithai, Street Food",0,Underperformers
Santo's,New BEL Road,3.7,69,650.0,"North Indian, Fast Food",1,Budget crowd-pleasers
Cafe Rossini,New BEL Road,3.9,431,700.0,"Continental, Italian, Chinese",1,Budget crowd-pleasers
The Hundred Food Journey,New BEL Road,3.8,46,1100.0,"Continental, Italian",1,Budget crowd-pleasers
Shivas Family Restaurant,New BEL Road,3.4,8,550.0,"North Indian, Chinese",0,Underperformers
NalaMaharaja,New BEL Road,3.3,7,500.0,North Indian,0,Underperformers
Sindhu Family Restaurant,New BEL Road,3.2,4,600.0,"North Indian, Chinese, Seafood",0,Underperformers
Ambarsaria,New BEL Road,2.7,57,800.0,North Indian,0,Underperformers
Chaiywaala Da Dhaba,New BEL Road,3.7,67,250.0,"Cafe, Tea",1,Budget crowd-pleasers
AQNI,New BEL Road,3.6,89,650.0,"North Indian, Mughlai, Biryani, Rolls",1,Budget crowd-pleasers
Cafe Poetry,New BEL Road,3.7,55,400.0,"Cafe, Beverages, Healthy Food",1,Budget crowd-pleasers
The Banana Kick,New BEL Road,3.3,9,600.0,"Cafe, Beverages",0,Underperformers
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,New BEL Road,3.3,6,400.0,"Cafe, Bakery",0,Underperformers
Durga Mess,New BEL Road,3.6,33,150.0,North Indian,1,Budget crowd-pleasers
D'7 Feast Resto Cafe,New BEL Road,4.1,147,600.0,"Burger, Pizza, Continental",1,Budget crowd-pleasers
A2B - Adyar Ananda Bhavan,New BEL Road,3.0,50,400.0,"South Indian, North Indian, Chinese, Street Food, Fast Food",0,Underperformers
H3O,New BEL Road,3.2,9,1000.0,"North Indian, Chinese",0,Underperformers
Brewbakes,New BEL Road,3.3,7,450.0,"Cafe, Pizza, Italian, Sandwich",0,Underperformers
Cafe Centralis,New BEL Road,2.8,114,600.0,Cafe,0,Underperformers
Mayuri,New BEL Road,2.5,79,700.0,"Andhra, North Indian, Chinese",0,Underperformers
Food Feed Restaurant,New BEL Road,3.7,29,750.0,"Arabian, Chinese, Kerala, North Indian",1,Budget crowd-pleasers
Delhi Mess,New BEL Road,4.1,500,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
Deccan House,New BEL Road,4.0,409,350.0,"Hyderabadi, Biryani",1,Budget crowd-pleasers
Leon Grill,New BEL Road,4.0,336,500.0,"Fast Food, Healthy Food",1,Budget crowd-pleasers
Domino's Pizza,New BEL Road,3.9,487,400.0,"Pizza, Fast Food",1,Budget crowd-pleasers
Lazeez Biryani,New BEL Road,4.0,50,400.0,"North Indian, Chinese, Mughlai, Hyderabadi",1,Budget crowd-pleasers
Polar Bear,New BEL Road,4.1,322,400.0,"Desserts, Ice Cream, Beverages, Sandwich",1,Budget crowd-pleasers
Subway,New BEL Road,3.7,167,500.0,"Healthy Food, Sandwich, Salad",1,Budget crowd-pleasers
The Waffle Yard,New BEL Road,4.2,149,300.0,"Desserts, Fast Food",1,Budget crowd-pleasers
Burger King,New BEL Road,4.0,559,600.0,"Burger, Fast Food, Beverages",1,Budget crowd-pleasers
McDonald's,New BEL Road,3.9,281,500.0,"Burger, Fast Food",1,Budget crowd-pleasers
New Oottupura Restaurant,New BEL Road,3.5,226,300.0,Kerala,0,Underperformers
Roy Hotel & Restaurant,New BEL Road,4.0,124,300.0,"Bengali, North Indian",1,Budget crowd-pleasers
Donne Biriyani Angadi Mane,New BEL Road,3.8,161,250.0,"Biryani, Chinese",1,Budget crowd-pleasers
Flavours Inn,New BEL Road,3.7,59,500.0,"Kerala, North Indian, Chinese",1,Budget crowd-pleasers
Shahi Darbar Roll Centre,New BEL Road,3.9,50,400.0,"Street Food, Rolls",1,Budget crowd-pleasers
The Street Kitchen,New BEL Road,3.7,16,300.0,"North Indian, Fast Food, Chinese, Beverages",1,Budget crowd-pleasers
Eggstacy,New BEL Road,4.0,233,500.0,"Fast Food, Continental, Chinese",1,Budget crowd-pleasers
Shri Udupi Cafe,New BEL Road,3.9,31,300.0,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",1,Budget crowd-pleasers
Panchami Garden,New BEL Road,3.3,4,300.0,"South Indian, North Indian, Chinese",0,Underperformers
Pot Biryani,New BEL Road,3.8,154,450.0,"North Indian, Chinese, Biryani",1,Budget crowd-pleasers
G8 Punjabi Tadka,New BEL Road,3.7,15,200.0,North Indian,1,Budget crowd-pleasers
Oottupura,New BEL Road,2.6,166,350.0,"Kerala, North Indian, Chinese, Rolls, Juices",0,Underperformers
The Krishna Grand,New BEL Road,3.8,23,400.0,"North Indian, South Indian",1,Budget crowd-pleasers
Gowdru Mane,New BEL Road,3.6,26,300.0,"Andhra, North Indian, Chinese",1,Budget crowd-pleasers
Kitty's Cafe,New BEL Road,3.6,43,300.0,Fast Food,1,Budget crowd-pleasers
Salaam Sigri Rolls & Kebabs,New BEL Road,3.8,162,300.0,"Rolls, Mughlai",1,Budget crowd-pleasers
Just Bake,New BEL Road,2.6,84,400.0,Bakery,0,Underperformers
Toast And Salad,New BEL Road,3.5,25,300.0,Healthy Food,0,Underperformers
Flavors of North,New BEL Road,3.3,240,400.0,"North Indian, Chinese, Biryani",0,Underperformers
KL-58 Thalassery Cafe,New BEL Road,3.5,14,200.0,Kerala,0,Underperformers
Bhukkad,New BEL Road,3.3,6,300.0,"North Indian, Mughlai",0,Underperformers
Andhra Spice Mess,New BEL Road,3.4,9,250.0,"Andhra, Biryani, North Indian, Chinese",0,Underperformers
Sunaina Sapice,New BEL Road,3.3,7,200.0,"South Indian, North Indian, Chinese",0,Underperformers
Rolls Kitchen,New BEL Road,3.5,18,250.0,"Fast Food, Rolls",0,Underperformers
Banashankari Restaurant,New BEL Road,3.6,24,400.0,South Indian,1,Budget crowd-pleasers
KFC,New BEL Road,3.9,581,400.0,"Burger, Fast Food",1,Budget crowd-pleasers
Cinnamon - Grills and Gourmet,New BEL Road,3.6,10,400.0,"Chinese, South Indian",1,Budget crowd-pleasers
Chaat Street,New BEL Road,4.1,675,250.0,"Street Food, North Indian",1,Budget crowd-pleasers
Eat & Drink,New BEL Road,3.5,15,300.0,"Fast Food, Chinese, Beverages",0,Underperformers
Khan Saheb Grills and Rolls,New BEL Road,3.7,114,400.0,Fast Food,1,Budget crowd-pleasers
Goli Vada Pav No. 1,New BEL Road,3.7,38,200.0,Street Food,1,Budget crowd-pleasers
Kusum Rolls,New BEL Road,3.5,21,300.0,Street Food,0,Underperformers
Mumbai Xpress,New BEL Road,3.7,418,400.0,"Street Food, Fast Food",1,Budget crowd-pleasers
Deepak Paratha Plaza,New BEL Road,3.5,18,200.0,"North Indian, Street Food",0,Underperformers
Aditya Delights,New BEL Road,3.7,59,300.0,"Chinese, North Indian, Mangalorean",1,Budget crowd-pleasers
Jeet Punjabi Tadka,New BEL Road,3.5,17,500.0,"North Indian, South Indian",0,Underperformers
Little Bites,New BEL Road,3.8,184,400.0,Fast Food,1,Budget crowd-pleasers
Wow! Sikkim Momo,New BEL Road,3.3,18,150.0,"Chinese, North Indian, Momos",0,Underperformers
Sultan Rolls & Sandwiches,New BEL Road,3.9,59,300.0,"Fast Food, Rolls",1,Budget crowd-pleasers
S L N Paratha Center,New BEL Road,3.3,14,200.0,North Indian,0,Underperformers
Bihar Bhojanalaya,New BEL Road,3.1,14,200.0,"North Indian, Bihari",0,Underperformers
Majaa Thindi,New BEL Road,3.9,37,100.0,South Indian,1,Budget crowd-pleasers
Pizza Stop,New BEL Road,3.1,75,600.0,"Pizza, Italian",0,Underperformers
Udupi Tazza Thindi,New BEL Road,3.2,7,300.0,"South Indian, North Indian, Chinese",0,Underperformers
Aarti Paratha & Rolls Corner,New BEL Road,3.6,15,200.0,"North Indian, Fast Food",1,Budget crowd-pleasers
Kolkata Famous Katti Rolls,New BEL Road,3.5,22,200.0,Rolls,0,Underperformers
Ketty's Corner,New BEL Road,3.3,4,200.0,"Fast Food, Street Food, Beverages",0,Underperformers
Koithio Kitchen,New BEL Road,3.3,4,600.0,"Chinese, Momos",0,Underperformers
Bengal Biriyani,New BEL Road,2.9,28,150.0,Biryani,0,Underperformers
Tasty Corner,New BEL Road,3.6,13,200.0,South Indian,1,Budget crowd-pleasers
Paratha Club,New BEL Road,3.6,16,200.0,North Indian,1,Budget crowd-pleasers
NOC Cafe & Catering,New BEL Road,3.2,7,400.0,"North Indian, Fast Food",0,Underperformers
Wow Sikkim Momo's,New BEL Road,3.5,11,300.0,"Chinese, North Indian",0,Underperformers
Carbon Cup,New BEL Road,3.5,12,400.0,"North Indian, Arabian, Fast Food, Chinese",0,Underperformers
Cafe Lassi Lab,New BEL Road,3.3,6,300.0,"Fast Food, Beverages",0,Underperformers
Chetty's Coffee,New BEL Road,3.9,267,200.0,South Indian,1,Budget crowd-pleasers
Eatsaa,New BEL Road,3.5,8,300.0,Chinese,0,Underperformers
Gupshap,New BEL Road,3.5,5,300.0,South Indian,0,Underperformers
Qooked Restaurant,New BEL Road,3.3,4,300.0,"South Indian, Andhra, Chinese, North Indian",0,Underperformers
GET ur FIX @ Chote Miya,New BEL Road,3.3,4,300.0,Fast Food,0,Underperformers
Donne Biryani & Egg Rice Adda,New BEL Road,3.3,8,200.0,"Kebab, Biryani",0,Underperformers
Kolkata Hot Roll,New BEL Road,3.4,4,150.0,Rolls,0,Underperformers
Ice Magic,New BEL Road,3.4,6,250.0,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",0,Underperformers
Sun Cafe,New BEL Road,3.3,4,300.0,"North Indian, Chinese, Rolls",0,Underperformers
Doner Bel,New BEL Road,3.4,64,400.0,"Turkish, Chinese",0,Underperformers
Shawarma & Kolkata Rolls,New BEL Road,3.3,4,100.0,"Rolls, Fast Food",0,Underperformers
Om Sai Ram Food Junction,Yeshwantpur,3.7,39,200.0,North Indian,1,Budget crowd-pleasers
Tasty Fast Food,New BEL Road,3.2,4,250.0,"North Indian, Chinese",0,Underperformers
Five Star Chicken,New BEL Road,3.7,32,300.0,"Fast Food, Burger",1,Budget crowd-pleasers
New Curries & Spice Restaurant,New BEL Road,2.9,7,200.0,South Indian,0,Underperformers
Tripti Hotel & Restaurant,New BEL Road,3.6,18,200.0,"Biryani, South Indian, North Indian",1,Budget crowd-pleasers
Totaram's Paranthas,New BEL Road,3.5,140,300.0,North Indian,0,Underperformers
Tandoori Delight,New BEL Road,3.0,46,300.0,"North Indian, Chinese",0,Underperformers
Donne Biryani Mane,New BEL Road,3.8,62,300.0,Biryani,1,Budget crowd-pleasers
Fresh Veg,New BEL Road,2.7,94,300.0,"Street Food, North Indian",0,Underperformers
Sri Krishna Bhavan Sweets,Sanjay Nagar,3.9,56,350.0,"Mithai, Street Food",1,Budget crowd-pleasers
Kuttanadu Family Restaurant,Jalahalli,3.6,17,600.0,"Seafood, South Indian",1,Budget crowd-pleasers
Malgudi Natti Style Hotel,Sahakara Nagar,3.6,13,400.0,South Indian,1,Budget crowd-pleasers
Kadamba Gardenia,Jalahalli,3.6,74,400.0,"South Indian, Chinese, North Indian, Street Food",1,Budget crowd-pleasers
The Momo Farm,Jalahalli,3.7,25,300.0,"Chinese, Tibetan",1,Budget crowd-pleasers
Atithi Satkar,Sanjay Nagar,3.7,91,400.0,"South Indian, North Indian, Fast Food, Chinese",1,Budget crowd-pleasers
Bharath Restaurant,Jalahalli,3.1,37,450.0,"North Indian, Chinese",0,Underperformers
Wok Chow,Sanjay Nagar,3.9,164,300.0,"Chinese, Thai, Momos",1,Budget crowd-pleasers
Rotti Mane,Sanjay Nagar,3.5,27,200.0,South Indian,0,Underperformers
Kishi's Cafe,Sahakara Nagar,3.5,14,500.0,"Fast Food, Street Food",0,Underperformers
Hyderabadi Bawarchi Multi Cuisine Restaurant,Hebbal,3.0,100,600.0,"Biryani, North Indian, Chinese",0,Underperformers
Kolkata Refreshments,Sanjay Nagar,3.0,14,200.0,"Bengali, Fast Food",0,Underperformers
Chinese Corner and Bengali Mess,Sanjay Nagar,3.5,28,300.0,"Chinese, Bengali",0,Underperformers
Royal Garden Restaurant,Hebbal,3.6,12,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
Udupi South Saviruchi,Jalahalli,3.7,15,250.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
Samba Shake N Juice,Sanjay Nagar,3.5,11,200.0,"Fast Food, Juices",0,Underperformers
Sea Salt,Sahakara Nagar,3.7,18,600.0,"South Indian, Seafood",1,Budget crowd-pleasers
Shree Sagar,Yeshwantpur,2.9,16,450.0,"South Indian, North Indian, Chinese",0,Underperformers
South Saviruchi,Jalahalli,3.3,7,250.0,South Indian,0,Underperformers
Cheta's Kitchen,Yelahanka,3.9,78,350.0,"Kerala, South Indian, Seafood",1,Budget crowd-pleasers
Hattke,Sahakara Nagar,3.5,27,350.0,"North Indian, South Indian",0,Underperformers
Delight Fast Food & Restaurant,Yeshwantpur,2.8,36,550.0,"North Indian, Chinese",0,Underperformers
PRS Indian Food Restaurant,Yeshwantpur,2.9,49,200.0,"Chinese, North Indian, South Indian",0,Underperformers
Tasty Box,Sanjay Nagar,3.0,29,500.0,"North Indian, Chinese, Seafood",0,Underperformers
Kamat Upahaar,Jalahalli,2.8,28,200.0,"South Indian, North Indian",0,Underperformers
Star Food County,Sanjay Nagar,3.4,11,300.0,Fast Food,0,Underperformers
Sketches,Sahakara Nagar,3.5,14,350.0,"South Indian, Fast Food",0,Underperformers
KurryWheels,North Bangalore,3.4,8,200.0,"North Indian, Chinese",0,Underperformers
Natural Veg,Sanjay Nagar,3.1,22,250.0,"North Indian, Street Food",0,Underperformers
The Higher Taste,Sanjay Nagar,3.3,6,350.0,"North Indian, Fast Food",0,Underperformers
Kolkata Famous Kati Rolls,Hebbal,3.8,79,200.0,"Fast Food, Rolls",1,Budget crowd-pleasers
SKS Veg Corner,Sahakara Nagar,3.4,43,300.0,South Indian,0,Underperformers
Bengaluru Cafe,Sanjay Nagar,3.3,4,150.0,South Indian,0,Underperformers
Abzain Paradise,Sanjay Nagar,2.9,42,300.0,North Indian,0,Underperformers
Mabra Family Restaurant,Sanjay Nagar,3.1,33,450.0,"North Indian, Chinese",0,Underperformers
New Golden Emperor,Yeshwantpur,3.7,229,400.0,"North Indian, Chinese, Fast Food",1,Budget crowd-pleasers
Chapter One Bar | Maiin,New BEL Road,4.2,997,1400.0,"Continental, Italian, North Indian",2,Hidden gems
Gilly's Restobar,New BEL Road,4.5,2732,1200.0,"Continental, Finger Food, North Indian, Chinese",2,Hidden gems
1522 - The Pub,New BEL Road,4.3,969,1400.0,"Chinese, Continental, North Indian",2,Hidden gems
Hammered,New BEL Road,4.5,2935,1200.0,"North Indian, Continental, Cafe",2,Hidden gems
Black Jack,New BEL Road,3.7,318,1400.0,"North Indian, Chinese",2,Hidden gems
B1,New BEL Road,3.9,123,1100.0,"Continental, Burger, Italian, Pizza, North Indian, Salad",2,Hidden gems
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,New BEL Road,3.7,37,2000.0,Continental,2,Hidden gems
Gilly's Restobar,New BEL Road,4.5,2732,1200.0,"Continental, Finger Food, North Indian, Chinese",2,Hidden gems
Chapter One Bar | Maiin,New BEL Road,4.2,997,1400.0,"Continental, Italian, North Indian",2,Hidden gems
1522 - The Pub,New BEL Road,4.3,969,1400.0,"Chinese, Continental, North Indian",2,Hidden gems
Hammered,New BEL Road,4.5,2935,1200.0,"North Indian, Continental, Cafe",2,Hidden gems
Chin Lung Resto-Bar,New BEL Road,4.0,307,1000.0,"North Indian, Chinese, Fast Food",1,Budget crowd-pleasers
Black Jack,New BEL Road,3.7,318,1400.0,"North Indian, Chinese",2,Hidden gems
B1,New BEL Road,3.9,123,1100.0,"Continental, Burger, Italian, Pizza, North Indian, Salad",2,Hidden gems
Big Pitcher,Old Airport Road,4.6,9272,1800.0,"American, Continental, North Indian, Mediterranean",3,Star restaurants
Peacock,Indiranagar,4.0,861,1200.0,"North Indian, BBQ, Mughlai",2,Hidden gems
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,4.2,473,3000.0,"North Indian, Asian, South Indian, Italian, European",2,Hidden gems
Citrus - The Leela Palace,Old Airport Road,4.2,597,3500.0,"North Indian, Italian, Asian, Continental, Mediterranean",2,Hidden gems
Limelight - Royal Orchid Hotel,Old Airport Road,3.9,428,2200.0,"Continental, North Indian",2,Hidden gems
20 Char - Sterlings MAC Hotel,Old Airport Road,4.0,427,1400.0,"Chinese, Continental, North Indian, South Indian, Arabian",2,Hidden gems
Shebestan - Sterlings MAC Hotel,Old Airport Road,4.2,407,1500.0,Arabian,2,Hidden gems
Java,Old Airport Road,3.7,39,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
Barbeque Nation,Indiranagar,4.7,7261,1600.0,"North Indian, European, Mediterranean, BBQ, Kebab",3,Star restaurants
LOFT38,Indiranagar,4.3,3655,1900.0,"Italian, BBQ, Asian, Fast Food",3,Star restaurants
Little Italy,Indiranagar,4.2,3305,1400.0,"Italian, Pizza, Mexican",3,Star restaurants
Mainland China,Indiranagar,4.4,1554,1700.0,Chinese,2,Hidden gems
Dhaba - Estd 1986 Delhi,Indiranagar,4.4,1522,1500.0,"North Indian, Mughlai, Desserts",2,Hidden gems
Urban Tamaasha,Indiranagar,4.1,880,1200.0,"North Indian, Chinese, Continental",2,Hidden gems
Pasta Street,Indiranagar,4.5,1670,1300.0,"Italian, Pizza, Salad",2,Hidden gems
Oye Amritsar,Indiranagar,3.9,1488,600.0,North Indian,1,Budget crowd-pleasers
Empire Restaurant,Indiranagar,4.1,8286,750.0,"North Indian, Mughlai, South Indian, Chinese",3,Star restaurants
Southindies,Indiranagar,4.0,1231,800.0,"South Indian, Chettinad, Kerala, Sri Lankan",1,Budget crowd-pleasers
The Kebab Room - Restaurant & Brewery,Indiranagar,4.0,776,1000.0,"Mughlai, North Indian",2,Hidden gems
Zaica Dine & Wine,Indiranagar,4.0,1021,1200.0,North Indian,2,Hidden gems
Copper Chimney,Indiranagar,4.2,97,1200.0,"North Indian, Biryani",2,Hidden gems
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,4.2,217,1500.0,"European, Italian, Asian",2,Hidden gems
The Hub & The Bar - Hotel Ramada Encore,Domlur,3.9,120,1700.0,"North Indian, Continental, Chinese, European",2,Hidden gems
The Paramount Hotel,Domlur,2.9,325,1000.0,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",0,Underperformers
Flavors of India,Domlur,3.5,6,600.0,"North Indian, South Indian, Andhra, Mughlai",0,Underperformers
Avanti Indian Barbeque & Grill,Domlur,3.4,46,1100.0,North Indian,0,Underperformers
House Of Seitan,Indiranagar,4.0,38,700.0,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",1,Budget crowd-pleasers
Cup Chronicles Cafe,Indiranagar,3.9,58,450.0,"Continental, Desserts, Beverages",1,Budget crowd-pleasers
Brown Crust Cafe,Old Airport Road,3.2,20,300.0,"Cafe, Italian, Desserts",0,Underperformers
The Chocolate Heaven,Old Airport Road,3.8,139,700.0,"Desserts, Cafe, Italian, Beverages",1,Budget crowd-pleasers
Talk Over Table,Jeevan Bhima Nagar,4.0,287,500.0,Cafe,1,Budget crowd-pleasers
Cafe Oleiva,Thippasandra,3.4,6,500.0,Cafe,0,Underperformers
9th Cross Cafe,Jeevan Bhima Nagar,3.6,12,550.0,"Cafe, Italian, French",1,Budget crowd-pleasers
Lavonne,Indiranagar,4.4,1130,800.0,"Cafe, Desserts",2,Hidden gems
Smoor,Indiranagar,4.6,1732,900.0,"Desserts, Cafe, Beverages",2,Hidden gems
Ciclo Cafe,Indiranagar,4.3,1331,1000.0,"Cafe, Italian, American",2,Hidden gems
Lazy Suzy,Indiranagar,4.3,1258,1000.0,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",2,Hidden gems
Loveshack,Domlur,4.0,1806,1600.0,"Continental, Pizza, North Indian, Goan, Cafe",2,Hidden gems
Chai Days,Indiranagar,4.5,132,200.0,"Cafe, Tea, Beverages, Fast Food",1,Budget crowd-pleasers
Bean Flickers,Indiranagar,4.3,397,700.0,"Cafe, American, Fast Food, Coffee, Continental",1,Budget crowd-pleasers
Tea Brew,Indiranagar,4.1,1157,500.0,"Cafe, Continental, Momos, Italian, North Indian",1,Budget crowd-pleasers
Infinitea Tea Room & Tea Store,Indiranagar,4.3,771,1000.0,"Continental, Cafe, Desserts, Salad, Momos",2,Hidden gems
Waffle Magic,Indiranagar,4.2,592,700.0,"Cafe, Desserts",1,Budget crowd-pleasers
The Ants Cafe & Store,Indiranagar,3.9,1387,800.0,"Cafe, Italian, Fast Food",1,Budget crowd-pleasers
Smally's Resto Cafe,Indiranagar,4.1,424,650.0,"Cafe, Italian, Burger, American, Steak",1,Budget crowd-pleasers
Mama Mia!,Indiranagar,4.3,428,400.0,"Desserts, Cafe",1,Budget crowd-pleasers
Gobble Up Churros Cafe,Indiranagar,4.3,379,400.0,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",1,Budget crowd-pleasers
Cafe Braqa,Indiranagar,4.1,147,700.0,"Cafe, Italian, Continental, Beverages",1,Budget crowd-pleasers
Starbucks,Indiranagar,4.2,591,700.0,"Cafe, Desserts",1,Budget crowd-pleasers
Chantilly,Indiranagar,4.1,124,450.0,"Cafe, Bakery",1,Budget crowd-pleasers
Django,Indiranagar,4.0,220,800.0,"Beverages, Italian, Pizza, Burger",1,Budget crowd-pleasers
Tata Cha,Indiranagar,3.9,681,500.0,"Cafe, Tea, North Indian",1,Budget crowd-pleasers
Grubhouse,Indiranagar,4.1,338,800.0,"Cafe, Continental",1,Budget crowd-pleasers
Eddy's Cafe,Indiranagar,4.1,142,750.0,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",1,Budget crowd-pleasers
Lahe Lahe Santhe,Indiranagar,3.8,20,300.0,"Cafe, Beverages",1,Budget crowd-pleasers
D'Cafe,Domlur,3.8,18,500.0,"Cafe, Coffee, Continental",1,Budget crowd-pleasers
Lakeview Milkbar,Indiranagar,2.9,544,600.0,"Fast Food, Desserts, Cafe",0,Underperformers
UBCR,Indiranagar,3.3,5,200.0,Fast Food,0,Underperformers
Barista,Domlur,3.6,18,300.0,Cafe,1,Budget crowd-pleasers
iSpice Resto Cafe,Indiranagar,3.7,32,500.0,"North Indian, Chinese, Fast Food",1,Budget crowd-pleasers
J's Cafe,Indiranagar,3.9,155,700.0,"Cafe, Continental",1,Budget crowd-pleasers
Costa Coffee,Indiranagar,3.8,211,500.0,Cafe,1,Budget crowd-pleasers
Cup Shup,Indiranagar,2.8,185,500.0,"Cafe, Continental, Fast Food",0,Underperformers
Chai Cafe,Indiranagar,3.9,49,200.0,Cafe,1,Budget crowd-pleasers
Raenss Cafe,Indiranagar,2.4,128,600.0,"Cafe, Fast Food",0,Underperformers
Breadworks,Indiranagar,2.9,48,500.0,"Bakery, Cafe",0,Underperformers
Cross Roads Cafe,Indiranagar,3.0,59,500.0,"Cafe, Italian, Tex-Mex, Fast Food, Burger",0,Underperformers
Melting Spot,Indiranagar,4.0,134,600.0,"Cafe, Desserts, Beverages, Italian",1,Budget crowd-pleasers
